fgfr1op2	ENSDARG00000009657	TRUE
si:dkey-21h14.12		FALSE
znf1114	ENSDARG00000117163	TRUE
ENSDARG00000076014	ENSDARG00000076014	TRUE
si:dkey-199m13.5	ENSDARG00000098876	TRUE
si:dkey-199m13.4	ENSDARG00000103471	TRUE
si:dkey-285e18.5	ENSDARG00000093665	TRUE
tm7sf3	ENSDARG00000093658	TRUE
dyrk2	ENSDARG00000094646	TRUE
lhfpl3	ENSDARG00000021595	TRUE
si:dkey-21h14.9	ENSDARG00000096153	TRUE
si:dkeyp-82h4.1	ENSDARG00000096463	TRUE
si:dkeyp-82h4.3	ENSDARG00000102062	TRUE
znf1136	ENSDARG00000090116	TRUE
wnt5b	ENSDARG00000102464	TRUE
fbxl14b	ENSDARG00000045801	TRUE
CR749763.5	ENSDARG00000097754	TRUE
ada2b	ENSDARG00000015623	TRUE
si:dkey-16p19.5		FALSE
atp6v1e1b	ENSDARG00000030694	TRUE
nampta	ENSDARG00000030598	TRUE
zgc:172014	ENSDARG00000101775	TRUE
zgc:173709	ENSDARG00000090160	TRUE
cracr2ab	ENSDARG00000045758	TRUE
si:ch211-73m21.1	ENSDARG00000096491	TRUE
prmt8b	ENSDARG00000045760	TRUE
si:ch211-181p13.2	ENSDARG00000096484	TRUE
rbm17	ENSDARG00000031346	TRUE
ifng1	ENSDARG00000024211	TRUE
CR382294.1	ENSDARG00000096461	TRUE
zgc:174944		FALSE
braf	ENSDARG00000017661	TRUE
kmt2e	ENSDARG00000007523	TRUE
si:dkey-178j11.5	ENSDARG00000098115	TRUE
med21	ENSDARG00000026839	TRUE
si:dkey-16p19.5.1		FALSE
si:dkey-16p6.1		FALSE
znf1135	ENSDARG00000093424	TRUE
si:dkey-11n14.1	ENSDARG00000101374	TRUE
si:ch211-152l15.2	ENSDARG00000088616	TRUE
hgfa	ENSDARG00000045544	TRUE
CU928083.1	ENSDARG00000097907	TRUE
atp2b1a	ENSDARG00000012684	TRUE
si:dkey-16p19.5.2		FALSE
adipor2	ENSDARG00000101849	TRUE
znf1066	ENSDARG00000091477	TRUE
si:dkey-47k16.4	ENSDARG00000113005	TRUE
mdm1	ENSDARG00000045675	TRUE
BX649620.1	ENSDARG00000099699	TRUE
tspan11	ENSDARG00000001781	TRUE
znf987	ENSDARG00000116546	TRUE
pmpcb	ENSDARG00000016979	TRUE
BX088603.2	ENSDARG00000099595	TRUE
si:dkeyp-44d3.1	ENSDARG00000092596	TRUE
si:dkey-43f9.4	ENSDARG00000100479	TRUE
si:ch73-389k6.1	ENSDARG00000103186	TRUE
si:dkey-57l19.1	ENSDARG00000098143	TRUE
dnajc2	ENSDARG00000070477	TRUE
BX663613.1	ENSDARG00000117132	TRUE
znf977		FALSE
znf1110	ENSDARG00000110946	TRUE
ndufb2	ENSDARG00000045490	TRUE
atxn7l1	ENSDARG00000089860	TRUE
si:dkeyp-44d3.3	ENSDARG00000101960	TRUE
CU928073.1	ENSDARG00000097073	TRUE
znf800b	ENSDARG00000039843	TRUE
acot14	ENSDARG00000089159	TRUE
si:ch211-127b6.2		FALSE
si:ch211-214j24.14	ENSDARG00000096037	TRUE
si:ch211-245n8.4	ENSDARG00000096222	TRUE
cacna2d1a	ENSDARG00000014804	TRUE
kdm7aa	ENSDARG00000018111	TRUE
znf1094	ENSDARG00000102370	TRUE
mpped1	ENSDARG00000088181	TRUE
snap91b	ENSDARG00000015931	TRUE
si:ch211-208f21.2	ENSDARG00000094177	TRUE
zgc:171673	ENSDARG00000102473	TRUE
ccdc167	ENSDARG00000045850	TRUE
znf996	ENSDARG00000114172	TRUE
si:dkey-19c16.12	ENSDARG00000103143	TRUE
si:ch73-158p21.2	ENSDARG00000101690	TRUE
BX548173.1	ENSDARG00000103998	TRUE
si:dkey-156j15.1	ENSDARG00000109821	TRUE
si:dkey-265e15.5	ENSDARG00000103229	TRUE
BX088603.1	ENSDARG00000099561	TRUE
si:dkey-16p6.1.1		FALSE
si:ch73-158p21.3	ENSDARG00000101030	TRUE
grm8a	ENSDARG00000077654	TRUE
znf1026		FALSE
svopl	ENSDARG00000057983	TRUE
msgn1	ENSDARG00000070546	TRUE
calua	ENSDARG00000045676	TRUE
sema3c	ENSDARG00000034300	TRUE
acot15	ENSDARG00000045522	TRUE
mrps33	ENSDARG00000020015	TRUE
zgc:123107	ENSDARG00000101675	TRUE
sema3aa	ENSDARG00000019235	TRUE
scube1	ENSDARG00000063097	TRUE
si:ch211-51e12.7	ENSDARG00000045914	TRUE
si:dkey-165e24.1	ENSDARG00000100311	TRUE
FP074874.1	ENSDARG00000102679	TRUE
zgc:172128.1		FALSE
zgc:113209	ENSDARG00000100294	TRUE
